id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,experience,employment,adv_response_url,is_adv_vacancy,adv_context,show_logo_in_search,branding
97515164,False,Junior Python Django (стажер),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 30000, 'to': 30000, 'currency': 'RUR', 'gross': False}","{'id': 'anonymous', 'name': 'Анонимная'}",,,,2024-04-20T21:37:18+0300,2024-04-20T21:37:18+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=97515164,,https://api.hh.ru/vacancies/97515164?host=hh.ru,https://hh.ru/vacancy/97515164,[],"{'name': 'Новый стартап, решения для транспорта', 'trusted': False}","{'requirement': 'Выпускник или студент старших курсов высшего образования по специальностям - математика, физика, прикладная математика, информатика или подобные. Знание <highlighttext>Python</highlighttext> & Django. ', 'responsibility': 'Разрабатываем аналитические решения для транспортной индустрии. <highlighttext>Разработка</highlighttext> Django-backend сервиса, связанного с моделированием очередей и систем массового обслуживания. <highlighttext>Разработка</highlighttext> автотестов. '}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],"[{'id': 'from_four_to_six_hours_in_a_day', 'name': 'Можно работать сменами по\xa04–6 часов в\xa0день'}]","[{'id': 'start_after_sixteen', 'name': 'Можно начинать работать после 16:00'}]",True,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'probation', 'name': 'Стажировка'}",,False,,,
97464445,False,Разработчик backend junior,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 60000, 'to': 80000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Озерковская набережная', 'building': '22/24', 'lat': 55.740816, 'lng': 37.637722, 'description': None, 'raw': 'Москва, Озерковская набережная, 22/24', 'metro': {'station_name': 'Новокузнецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.89', 'line_id': '2', 'lat': 55.742391, 'lng': 37.62928}, 'metro_stations': [{'station_name': 'Новокузнецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.89', 'line_id': '2', 'lat': 55.742391, 'lng': 37.62928}, {'station_name': 'Третьяковская', 'line_name': 'Калининская', 'station_id': '8.91', 'line_id': '8', 'lat': 55.741125, 'lng': 37.626142}], 'id': '15565588'}",,,2024-04-22T19:09:57+0300,2024-04-22T19:09:57+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=97464445,,https://api.hh.ru/vacancies/97464445?host=hh.ru,https://hh.ru/vacancy/97464445,[],"{'id': '2145828', 'name': 'ISCO.PRO', 'url': 'https://api.hh.ru/employers/2145828', 'alternate_url': 'https://hh.ru/employer/2145828', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/4132005.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/4132004.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/922861.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2145828', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Технический стек - <highlighttext>Python</highlighttext>, JavaScript, Frappe Framework, Postgres, Git. Личностный стек - ответственность, внимательность и организованность.', 'responsibility': None}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,,
97793390,False,Junior Data Engineer,"{'id': '3529-3529-data', 'name': 'Сбер. Data Science'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-04-24T10:21:14+0300,2024-04-24T10:21:14+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=97793390,,https://api.hh.ru/vacancies/97793390?host=hh.ru,https://hh.ru/vacancy/97793390,[],"{'id': '3529', 'name': 'СБЕР', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/5756157.png', '90': 'https://img.hhcdn.ru/employer-logo/5756156.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1033849.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Навыки: - Опыт работы с <highlighttext>Python</highlighttext>. - Базовые знания про Hadoop и Spark. - Понимание распределенной обработки данных. - Знание SQL.', 'responsibility': '<highlighttext>Разработка</highlighttext> и оптимизация программного кода на языке <highlighttext>Python</highlighttext> для обработки данных в Hadoop и Spark. - Работа с большими объемами данных...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,,
95608035,False,Junior/Junior+ computer vision,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Осенний бульвар', 'building': '23', 'lat': 55.763594, 'lng': 37.405893, 'description': None, 'raw': 'Москва, Осенний бульвар, 23', 'metro': {'station_name': 'Крылатское', 'line_name': 'Арбатско-Покровская', 'station_id': '3.65', 'line_id': '3', 'lat': 55.756842, 'lng': 37.408139}, 'metro_stations': [{'station_name': 'Крылатское', 'line_name': 'Арбатско-Покровская', 'station_id': '3.65', 'line_id': '3', 'lat': 55.756842, 'lng': 37.408139}], 'id': '15408680'}",,,2024-04-23T12:00:36+0300,2024-04-23T12:00:36+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=95608035,,https://api.hh.ru/vacancies/95608035?host=hh.ru,https://hh.ru/vacancy/95608035,[],"{'id': '5587967', 'name': 'Нейрометрика', 'url': 'https://api.hh.ru/employers/5587967', 'alternate_url': 'https://hh.ru/employer/5587967', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/3973900.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/3973899.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/883298.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5587967', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Уверенное владение <highlighttext>Python</highlighttext>, опыт написания промышленного кода (понимать, как настраивается окружение и зачем это нужно). Знание методов классического машинного зрения...', 'responsibility': 'Поддержание и создание пайплайнов для сбора данных для разметки. Постановка гипотез и проведение экспериментов, доведение результатов до прототипов. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,,
97697014,False,Data Scientist (Junior/Middle),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-04-23T10:28:19+0300,2024-04-23T10:28:19+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=97697014,,https://api.hh.ru/vacancies/97697014?host=hh.ru,https://hh.ru/vacancy/97697014,[],"{'id': '5569859', 'name': 'ARK', 'url': 'https://api.hh.ru/employers/5569859', 'alternate_url': 'https://hh.ru/employer/5569859', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1132754.jpg', '90': 'https://img.hhcdn.ru/employer-logo/6151605.png', '240': 'https://img.hhcdn.ru/employer-logo/6151606.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5569859', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Английский: upper-intermediate и выше. Tools: увереннные знание <highlighttext>Python</highlighttext>; уверенные знания Excel and PowerPoint. Хорошие коммуникативные навыки, аналитичесикие способности, ориентированность...', 'responsibility': 'Анализ больших данных с помощью регрессионных моделей, A-B тестирования, решения задач кластеризации. Создание excel отчетов. Участие в подготовке презентаций...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,,
95845470,False,Junior Quantitative Researcher,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': 250000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Серпуховско-Тимирязевская линия', 'building': 'метро Полянка', 'lat': 55.736904, 'lng': 37.618695, 'description': None, 'raw': 'Москва, Серпуховско-Тимирязевская линия, метро Полянка', 'metro': None, 'metro_stations': [], 'id': '12373018'}",,,2024-04-24T20:40:01+0300,2024-04-24T20:40:01+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=95845470,,https://api.hh.ru/vacancies/95845470?host=hh.ru,https://hh.ru/vacancy/95845470,[],"{'id': '8893124', 'name': 'Актив Матрикс', 'url': 'https://api.hh.ru/employers/8893124', 'alternate_url': 'https://hh.ru/employer/8893124', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/5484585.png', '90': 'https://img.hhcdn.ru/employer-logo/5484584.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/966536.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=8893124', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Имеет практический опыт в анализе данных на <highlighttext>python</highlighttext> (numpy, pandas, scikit-learn etc) . Понимает принципы работы основных методов машинного обучения. ', 'responsibility': 'Www.activmatrix.com - небольшая команда квантов и <highlighttext>программистов</highlighttext> из Москвы, работающая в тесном сотрудничестве с QST Financial. компания с офисом в Лимассоле...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,,
96733872,False,Разработчик Python,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Сходненская улица', 'building': '56', 'lat': 55.850408, 'lng': 37.44409, 'description': None, 'raw': 'Москва, Сходненская улица, 56', 'metro': {'station_name': 'Сходненская', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.138', 'line_id': '7', 'lat': 55.84926, 'lng': 37.44076}, 'metro_stations': [{'station_name': 'Сходненская', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.138', 'line_id': '7', 'lat': 55.84926, 'lng': 37.44076}], 'id': '2749540'}",,,2024-04-23T16:28:56+0300,2024-04-23T16:28:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=96733872,,https://api.hh.ru/vacancies/96733872?host=hh.ru,https://hh.ru/vacancy/96733872,[],"{'id': '553700', 'name': 'HARTUNG', 'url': 'https://api.hh.ru/employers/553700', 'alternate_url': 'https://hh.ru/employer/553700', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/671821.png', '240': 'https://img.hhcdn.ru/employer-logo/3128417.png', '90': 'https://img.hhcdn.ru/employer-logo/3128416.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=553700', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Умение собирать <highlighttext>Python</highlighttext> библиотеки из исходного кода. Знание синтаксиса, алгоритмов, принципов, основных библиотек, типов данных языка <highlighttext>Python</highlighttext>. Умение работать с...', 'responsibility': 'Работа с системой контроля версий на базе Git. Участие в <highlighttext>разработке</highlighttext> архитектурных решений и логики работы систем. Работа в команде...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,,
97646062,False,Python Developer (SberData),"{'id': '3529-3529-it', 'name': 'Сбер. IT'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Новоданиловская набережная', 'building': '10', 'lat': 55.695905, 'lng': 37.625361, 'description': None, 'raw': 'Москва, Новоданиловская набережная, 10', 'metro': {'station_name': 'Тульская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.142', 'line_id': '9', 'lat': 55.70961, 'lng': 37.622569}, 'metro_stations': [{'station_name': 'Тульская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.142', 'line_id': '9', 'lat': 55.70961, 'lng': 37.622569}], 'id': '146841'}",,,2024-04-22T17:06:38+0300,2024-04-22T17:06:38+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=97646062,,https://api.hh.ru/vacancies/97646062?host=hh.ru,https://hh.ru/vacancy/97646062,[],"{'id': '3529', 'name': 'СБЕР', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/5756157.png', '90': 'https://img.hhcdn.ru/employer-logo/5756156.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1033849.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знание синтаксиса, алгоритмов, принципов, основных библиотек, типов данных языка <highlighttext>Python</highlighttext>3.x. Умение работать с Git. Знание сетевых протоколов и...', 'responsibility': 'Поддержка и <highlighttext>разработка</highlighttext> сервисов, написанного на <highlighttext>Python</highlighttext>. Изучение и применение фреймворка FastAPI в процессе работы. Изучение и применение SQL. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,True,"{'type': 'MAKEUP', 'tariff': None}"
91325955,False,Backend-тестировщик-программист (Python),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-04-23T17:13:02+0300,2024-04-23T17:13:02+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=91325955,,https://api.hh.ru/vacancies/91325955?host=hh.ru,https://hh.ru/vacancy/91325955,[],"{'id': '4576177', 'name': 'Ритм', 'url': 'https://api.hh.ru/employers/4576177', 'alternate_url': 'https://hh.ru/employer/4576177', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/895920.png', '90': 'https://img.hhcdn.ru/employer-logo/4024367.png', '240': 'https://img.hhcdn.ru/employer-logo/4024368.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4576177', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы тестировщиком от 1 года. Работали со Swagger. Знание <highlighttext>Python</highlighttext> на уровне <highlighttext>Junior</highlighttext> для написание тестов. Опыт тестирования REST...', 'responsibility': 'Написание интеграционных тестов на API методы; (Swagger). Взаимодействовать с командой <highlighttext>разработки</highlighttext>. Составление тестовой документации: тест-кейсы, тест-планы, чек-листы. '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,"[{'id': '124', 'name': 'Тестировщик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,,
95069100,False,Junior Data Engineer,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Бутырская улица', 'building': None, 'lat': 55.800134, 'lng': 37.583778, 'description': None, 'raw': 'Москва, Бутырская улица', 'metro': {'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, 'metro_stations': [{'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, {'station_name': 'Савёловская', 'line_name': 'Большая кольцевая линия', 'station_id': '97.685', 'line_id': '97', 'lat': 55.794054, 'lng': 37.587163}, {'station_name': 'Савёловская', 'line_name': 'МЦД-1', 'station_id': '131.699', 'line_id': '131', 'lat': 55.793936, 'lng': 37.587038}], 'id': '6172512'}",,,2024-04-22T13:19:49+0300,2024-04-22T13:19:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=95069100,,https://api.hh.ru/vacancies/95069100?host=hh.ru,https://hh.ru/vacancy/95069100,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://img.hhcdn.ru/employer-logo/5632516.png', '240': 'https://img.hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы Data Engineer или на аналогичной вакансии 1 год. Владение SQL и <highlighttext>Python</highlighttext>. Знания английского языка достаточные для чтения...', 'responsibility': '<highlighttext>Разработкой</highlighttext> и поддержкой ETL процессов. <highlighttext>Разработкой</highlighttext> и поддержкой инструментария для создания ETL процессов. Написанием инструментов автоматизации текущей деятельности.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '160', 'name': 'DevOps-инженер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,,,
